kumu_id,label,type,subtype,parent,contour,branch,scale,status,tags,description,source_url,layer
prs_makarov_tikhon,Тихон Макаров,person,медийный,,,,,текущий,медийный;экспертный;core,Заместитель гендиректора АНО «Диалог Регионы».,https://dialog.info/tihon-makarov-naznachen-zamestitelem-gendirektora-ano-dialog-regiony/,core
prs_ablets,Юлия Аблец,person,медийный,,,,,текущий,медийный;аппаратный;core,Заместитель гендиректора АНО «Диалог Регионы».,https://dialog.info/news/,core
prs_goreslavsky,Алексей Гореславский,person,медийный,,,,,текущий,медийный;аппаратный;core,Генеральный директор ИРИ.,https://xn--h1aax.xn--p1ai/news/itogi-konkursa-debyutnykh-proektov/ ; https://xn--h1aax.xn--p1ai/news/eksperty-obshchestvennogo-soveta-pri-mintsifry-obsudili-vazhnost-transformatsii-raboty-zhurnalistov-/,core
prs_betin,Андрей Бетин,person,политический,,,,,текущий,политический;аппаратный;core,Генеральный директор президентской платформы «Россия — страна возможностей».,https://rsv.ru/about-us/team/andrej-betin/ ; https://rsv.ru/news/1/7572/,core
prs_achkasova,Оксана Ачкасова,person,аппаратный,,,,,текущий,аппаратный;экспертный;core,Заместитель генерального директора РСВ.,https://rsv.ru/about-us/team/,core
prs_nikitin_nikita,Никита Никитин,person,аппаратный,,,,,текущий,аппаратный;экспертный;core,Заместитель генерального директора РСВ.,https://rsv.ru/about-us/team/,core
prs_malyavina,София Малявина,person,медийный,,,,,текущий,медийный;аппаратный;core,Генеральный директор АНО «Национальные приоритеты».,https://xn--80aapampemcchfmo7a3c9ehj.xn--p1ai/author/sofiya-malyavina/ ; https://xn--80aapampemcchfmo7a3c9ehj.xn--p1ai/news/luchshie-eksperty-natsionalnykh-proektov-poluchili-nagrady/,core
prs_chukalin,Илья Чукалин,person,аппаратный,,,,,текущий,аппаратный;экспертный;core,Генеральный директор Фонда президентских грантов.,https://xn--80afcdbalict6afooklqi5o.xn--p1ai/public/home/about/coordination-committee ; https://xn--80afcdbalict6afooklqi5o.xn--p1ai/public/news/startoval-priem-proektov-na-pervyy-konkurs-fonda-prezidentskikh-grantov-2026-goda,core
prs_karmanov,Роман Карманов,person,медийный,,,,,текущий,медийный;аппаратный;core,Генеральный директор Президентского фонда культурных инициатив.,https://xn--80aeeqaabljrdbg6a3ahhcl4ay9hsa.xn--p1ai/ ; https://xn--80aeeqaabljrdbg6a3ahhcl4ay9hsa.xn--p1ai/news/7896,core
prs_kondrashov,Андрей Кондрашов,person,медийный,,,,,текущий,медийный;аппаратный;core,Генеральный директор ТАСС.,https://tass.ru/encyclopedia/person/kondrashov-andrey-olegovich,core
prs_dobrodeev,Олег Добродеев,person,медийный,,,,,текущий,медийный;аппаратный;core,Генеральный директор ВГТРК.,https://digital.gov.ru/news/prosnuvshis-v-yanvare-posle-burnogo-prazdnovaniya-novogo-goda-zritel-uvidel-chto-teper-kanal-rossiya-ne-odin-rossijskaya-gazeta ; https://roscongress.org/news/winners-of-the-all-russian-mediatek-competition-2019-announced/,core
prs_kiselev,Дмитрий Киселёв,person,медийный,,,,,текущий,медийный;аппаратный;core,Генеральный директор медиагруппы «Россия сегодня».,https://roscongress.org/speakers/kiselev-dmitriy/,core
prs_simonyan,Маргарита Симоньян,person,медийный,,,,,текущий,медийный;политический;core,Главный редактор RT.,https://roscongress.org/speakers/simonyan-margarita/ ; https://roscongress.org/company/rt/,core
prs_kuznetsov_mikhail,Михаил Кузнецов,person,политический,,,,,текущий,политический;аппаратный;core,Руководитель Исполкома Народного фронта.,https://onf.ru/about/central-executive-committee ; https://onf.ru/contact,core
prs_chupsheva,Светлана Чупшева,person,аппаратный,,,,,текущий,аппаратный;экспертный;core,Генеральный директор АСИ.,https://asi.ru/agency/management/general/ ; https://asi.ru/news/207144/,core
prs_krasnov_igor,Игорь Краснов,person,силовой,,,,,текущий,силовой;экспертный;core,Актуализировано: с сентября 2025 года занимает должность Председателя Верховного Суда РФ.,https://vsrf.ru/about/structure/?section=supreme&subsection=219 ; https://council.gov.ru/events/news/169422/,core
org_article_ivanov2022,Статья «Неформальная структура элитного пространства России» (аналитический слой),organization,источник,,аналитический контур,аналитическая,федеральный,текущий,источник;аналитический контур;федеральный;research_overlay,Служебный аналитический источник для интеграции узлов и неформальных связей из сетевого исследования элиты России (срез 2020 года).,https://politeia.ru/files/articles/rus/Politeia-2022-1(104)-72-91.pdf ; file:///mnt/data/neformalnaya-struktura-elitnogo-prostranstva-rossii-opyt-setevogo-analiza.pdf,overlay
org_regional_prosecutor_corps,Корпус региональных прокуратур субъектов РФ,organization,аналитический составной узел,,аналитический контур,контрольная,федеральный,аналитический,аналитический составной узел;аналитический контур;федеральный;research_overlay,"Аналитический составной узел для корпуса региональных прокуроров в исследовании Туровского, Суховой и Функ.",file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf,overlay
org_regional_mvd_corps,"Корпус региональных управлений (главных управлений, министерств) МВД по субъектам РФ",organization,аналитический составной узел,,аналитический контур,исполнительная,федеральный,аналитический,аналитический составной узел;аналитический контур;федеральный;research_overlay,"Аналитический составной узел для корпуса региональных руководителей МВД в исследовании Туровского, Суховой и Функ.",file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf,overlay
org_article_turovsky2024,Статья «Вертикаль и патронаж: ротации силовых элит в регионах России» (аналитический слой),organization,источник,,аналитический контур,аналитическая,федеральный,текущий,источник;аналитический контур;федеральный;research_overlay,"Служебный аналитический источник для интеграции паттернов ротации силовых элит, кейсов патронажа и дополнительных персоналий из статьи 2024 года.",https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf,overlay
pos_article_analytic_person,"Участник элитной сети в статье Иванова, Мельникова и Петрова",position,аналитическая фиксация,org_article_ivanov2022,,,,текущий,аналитический;аналитическая фиксация;research_overlay,Техническая позиция для интеграции персоналий из статьи в общую онтологию без подмены их формального статуса.,https://politeia.ru/files/articles/rus/Politeia-2022-1(104)-72-91.pdf ; file:///mnt/data/neformalnaya-struktura-elitnogo-prostranstva-rossii-opyt-setevogo-analiza.pdf,overlay
pos_regional_prosecutor_head,Прокурор субъекта Российской Федерации,position,назначение,org_regional_prosecutor_corps,,,,аналитический,региональный;назначение;research_overlay,Служебная аналитическая позиция для корпусного слоя статьи 2024 года.,file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf,overlay
pos_regional_mvd_head,Начальник/министр внутренних дел субъекта Российской Федерации,position,назначение,org_regional_mvd_corps,,,,аналитический,региональный;назначение;research_overlay,Служебная аналитическая позиция для корпусного слоя статьи 2024 года.,file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf,overlay
pos_article_turovsky2024_person,"Участник корпуса и кейсов патронажа в статье Туровского, Суховой и Функ",position,аналитическая фиксация,org_article_turovsky2024,,,,аналитический,аналитический;аналитическая фиксация;research_overlay,Техническая позиция для интеграции персоналий и кейсов статьи 2024 года в общую онтологию.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf,overlay
prs_msg_1646d804dd,Пригожин Евгений,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_57d32a41ad,Кадыров Рамзан,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_c6fc806f88,Собянин Сергей,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_43a5eabc73,Громов Алексей,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_03457b8fda,Патрушев Николай,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_4c62670a63,Миронов Дмитрий,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_ed56d136c0,Левитин Игорь,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_a07b0013b8,Кремлёв Умар,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_87cc2fce59,Кочнев Дмитрий,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_65ea5e5fa2,Рубежной Алексей,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_bd9da71fca,Турчак Андрей,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_f483ea4439,Зюганов Геннадий,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_bc72686687,Слуцкий Леонид,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_2cae3e743b,Миронов Сергей,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_77523e0fa4,Нечаев Алексей,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_07e84a0c26,Явлинский Григорий,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_95d397eec6,Афонин Юрий,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_876c120e06,Сокол Сергей,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_0ec92e4189,Коновалов Валентин,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_41928ac17c,Гладков Вячеслав,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_6d83dd94ab,Филимонов Георгий,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_33b6aba646,Мордашов Алексей,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_cf154367aa,Мильская Елена,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_4ee4b4aee1,Пригожин Павел,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_97c78150a4,Суровикин Сергей,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_8cb1c04c25,Аверьянов Андрей,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_d45135ff9c,Евкуров Юнус-Бек,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_49e0cf30a0,Трошев Андрей,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_d7471af42d,Мартынов Данил,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_2eb4928381,Алаудинов Апти,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_7539b23f40,Делимханов Адам,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_f41cf9275a,Геремеев Руслан,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_12ca299999,Чалаев ,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_81591aa79d,Шейман Виктор,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_44e85ab3ef,Цивилёва Анна,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_3699e5f379,Чуприян Александр,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_ab569535d0,Навальный Алексей,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_dec6b82bc6,Кара-Мурза Владимир,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_bb49030705,Яшин Илья,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_06479db4a0,Собчак Ксения,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_6a70bd3d55,Пономарёв Илья,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_83b5ed7dc5,Невзоров Александр,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_82ad2dc7d1,Ходорковский Михаил,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_8be462ad7c,Кац Максим,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_9a2c7dc8a9,Светов Михаил,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_d2c99f04c5,Каспаров Гарри,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_7d43122a33,Тимченко Галина,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_c764f6b5b6,Синдеева Наталья,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_f8d0e23fbf,Тимакова Наталья,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_637f67c1c8,Курников Вадим,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_0345dba93f,Шульман Екатерина,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_e766163509,Муратов Дмитрий,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_6b22c9f90a,Плющев Александр,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_829afdc736,Фельгенгауэр Татьяна,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_3a8d01a244,Филиппенко Александр,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_31fdc9a8ff,Наки Майкл,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_a23ceff572,Смирнов ,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_e41a160dc3,Трудолюбов Максим,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_621abe278c,Фейгин Марк,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_0cdf655989,Ларина Ксения,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_b836cedd5d,Тихановская Светлана,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_de4b1a416d,Фридман Михаил,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_845eec839e,Ярош Дмитрий,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_4408018f00,Феоктистов Олег,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_664ff9c707,Черкесов Виктор,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_46c556c4bf,Пугачёв Сергей,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_0ea65ea0ff,Вороненков Денис,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_01c80b7ee2,Зиничев Евгений,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_3815327e14,Ролдугин Сергей,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_fc8a7ceed1,Кабаева Алина,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_e20edfaef8,Чубайс Анатолий,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_ea6158da32,Надеждин Борис,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_88621f2a28,Шлосберг Лев,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_2b69bd675e,Вишневский Борис,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_44de9b8869,Богомаз Александр,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_a71c110279,Лукашенко Александр,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_d7a20a19e5,Лукашенко Виктор,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_0b6014e269,Ковальчук Юрий,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_3d282ad417,Дмитриев Кирилл,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_8f41d037fb,Иванов Сергей,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_d4423c1bef,Иванов Андрей,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_db44d4af5c,Иванов Тимур,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_36adb2bdca,Попов Иван,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
prs_msg_f5a94cdba1,Мединский Владимир,person,смешанный,,,,,аналитический,смешанный;research_overlay,Персоналия добавлена как участник/объект упоминаний в сообщениях; текущая официальная роль не нормализована в этом слое.,file:///mnt/data/messages.html,overlay
